symbol,name,list_date
002017.SZ,东信和平,20040713
002016.SZ,世荣兆业,20040708
002015.SZ,协鑫能科,20040708
301667.SZ,纳百川,20251223
301665.SZ,泰禾股份,20250411
301662.SZ,宏工科技,20250417
301658.SZ,首航新能,20250402
301656.SZ,联合动力,20250925
301638.SZ,南网数字,20251118
301636.SZ,泽润新能,20250516
301633.SZ,港迪技术,20241107
301632.SZ,广东建科,20250812
301631.SZ,壹连科技,20241122
301603.SZ,乔锋智能,20240710
301602.SZ,超研股份,20250122
002014.SZ,永新股份,20040708
002012.SZ,凯恩股份,20040705
002011.SZ,盾安环境,20040705
002010.SZ,传化智联,20040629
002009.SZ,天奇股份,20040629
002008.SZ,大族激光,20040625
002007.SZ,华兰生物,20040625
002006.SZ,精工科技,20040625
002005.SZ,德豪润达,20040625
301601.SZ,惠通科技,20250115
301600.SZ,慧翰股份,20240911
301598.SZ,博科测试,20241220
301596.SZ,瑞迪智驱,20240513
301571.SZ,国科天成,20240821
301568.SZ,思泰克,20231128
301552.SZ,科力装备,20240722
301551.SZ,无线传媒,20240926
301550.SZ,斯菱智驱,20230915
301548.SZ,崇德科技,20230920
301539.SZ,宏鑫科技,20240415
002004.SZ,华邦健康,20040625
002003.SZ,伟星股份,20040625
002001.SZ,新和成,20040625
001979.SZ,招商蛇口,20151230
001965.SZ,招商公路,20171225
001914.SZ,招商积余,19940928
001896.SZ,豫能控股,19980122
001872.SZ,招商港口,19930505
001696.SZ,宗申动力,19970306
001400.SZ,江顺科技,20250424
001396.SZ,誉帆科技,20251230
301538.SZ,骏鼎达,20240320
301536.SZ,星宸科技,20240328
301535.SZ,浙江华远,20250327
301533.SZ,威马农机,20230818
301529.SZ,福赛科技,20230911
301528.SZ,多浦乐,20230828
301526.SZ,国际复材,20231226
301525.SZ,儒竞科技,20230830
301522.SZ,上大股份,20241016
301501.SZ,恒鑫生活,20250319
301500.SZ,飞南资源,20230921
301448.SZ,开创电气,20230619
301446.SZ,福事特,20230725
001395.SZ,亚联机械,20250127
001391.SZ,国货航,20241230
001390.SZ,古麒绒材,20250529
001389.SZ,广合科技,20240402
001388.SZ,信通电子,20250701
001387.SZ,雪祺电气,20240111
001386.SZ,马可波罗,20251022
001382.SZ,新亚电缆,20250321
301439.SZ,泓淋电力,20230317
301429.SZ,森泰股份,20230417
301428.SZ,世纪恒通,20230519
301421.SZ,波长光电,20230823
301393.SZ,昊帆生物,20230712
301392.SZ,汇成真空,20240605
301391.SZ,卡莱特,20221201
301390.SZ,经纬股份,20230508
301389.SZ,隆扬电子,20221031
301388.SZ,欣灵电气,20221109
001380.SZ,华纬科技,20230516
001379.SZ,腾达科技,20240119
001378.SZ,德冠新材,20231030
001376.SZ,百通能源,20231103
001373.SZ,翔腾新材,20230601
001369.SZ,双欣材料,20251230
001368.SZ,通达创智,20230313
001367.SZ,海森药业,20230410
001366.SZ,播恩集团,20230307
001360.SZ,南矿集团,20230410
001359.SZ,平安电工,20240328
001358.SZ,兴欣新材,20231221
001339.SZ,智微智能,20220815
001338.SZ,永顺泰,20221116
301387.SZ,光大同创,20230418
301386.SZ,未来电器,20230329
301383.SZ,天键股份,20230609
301381.SZ,赛维时代,20230712
301380.SZ,挖金客,20221025
301379.SZ,天山电子,20221101
301378.SZ,通达海,20230320
301377.SZ,鼎泰高科,20221122
301376.SZ,致欧科技,20230621
301373.SZ,凌玮科技,20230208
301372.SZ,科净源,20230811
301360.SZ,荣旗科技,20230425
301359.SZ,东南电子,20221109
301358.SZ,湖南裕能,20230209
301357.SZ,北方长龙,20230418
301345.SZ,涛涛车业,20230321
001337.SZ,四川黄金,20230303
001336.SZ,楚环科技,20220725
301356.SZ,天振股份,20221114
301355.SZ,南王科技,20230612
301353.SZ,普莱得,20230530
301349.SZ,信德新材,20220909
301348.SZ,蓝箭电子,20230810
301339.SZ,通行宝,20220909
301338.SZ,凯格精机,20220816
301337.SZ,亚华电子,20230526
301336.SZ,趣睡科技,20220812
301317.SZ,鑫磊股份,20230119
301316.SZ,慧博云通,20221013
301299.SZ,卓创资讯,20221019
001356.SZ,富岭股份,20250123
001335.SZ,信凯科技,20250415
001333.SZ,光华股份,20221208
001332.SZ,锡装股份,20220920
001331.SZ,胜通能源,20220908
001330.SZ,博纳影业,20220818
001328.SZ,登康口腔,20230410
001326.SZ,联域股份,20231109
001325.SZ,元创股份,20251218
301298.SZ,东利机械,20220606
301297.SZ,富乐德,20221230
301282.SZ,金禄电子,20220826
301281.SZ,科源制药,20230404
301280.SZ,珠城科技,20221226
301279.SZ,金道科技,20220413
301278.SZ,快可电子,20220804
301277.SZ,新天地,20221116
301276.SZ,嘉曼服饰,20220909
301275.SZ,汉朔科技,20250311
301273.SZ,瑞晨环保,20221025
301256.SZ,华融化学,20220322
301255.SZ,通力科技,20221227
001324.SZ,长青科技,20230522
001323.SZ,慕思股份,20220623
001322.SZ,箭牌家居,20221026
001319.SZ,铭科精技,20220512
001318.SZ,阳光乳业,20220520
001317.SZ,三羊马,20211130
001316.SZ,润贝航科,20220624
001314.SZ,亿道信息,20230214
001309.SZ,德明利,20220701
301252.SZ,同星科技,20230525
301251.SZ,威尔高,20230906
301248.SZ,杰创智能,20220420
301229.SZ,纽泰格,20220222
301228.SZ,实朴检测,20220128
301227.SZ,森鹰窗业,20220926
301226.SZ,祥明智能,20220325
301225.SZ,恒勃股份,20230616
301223.SZ,中荣股份,20221026
301222.SZ,浙江恒威,20220309
301221.SZ,光庭信息,20211222
301220.SZ,亚香股份,20220622
001308.SZ,康冠科技,20220318
001306.SZ,夏厦精密,20231116
001301.SZ,尚太科技,20221228
001300.SZ,三柏硕,20221019
001299.SZ,美能能源,20221031
001298.SZ,好上好,20221031
001296.SZ,长江材料,20211224
001289.SZ,龙源电力,20220124
001288.SZ,运机集团,20211101
001287.SZ,中电港,20230410
301219.SZ,腾远钴业,20220317
301218.SZ,华是科技,20220307
301202.SZ,朗威股份,20230705
301201.SZ,诚达药业,20220120
301200.SZ,大族数控,20220228
301199.SZ,迈赫股份,20211207
301198.SZ,喜悦智行,20211202
301197.SZ,工大科雅,20220808
301196.SZ,唯科科技,20220111
301181.SZ,标榜股份,20220221
301180.SZ,万祥科技,20211116
301179.SZ,泽宇智能,20211208
301178.SZ,天亿马,20211112
301176.SZ,逸豪新材,20220928
001313.SZ,粤海饲料,20220216
001286.SZ,陕西能源,20230410
001285.SZ,瑞立科密,20250930
001283.SZ,豪鹏科技,20220905
301175.SZ,中科环保,20220708
301173.SZ,毓恬冠佳,20250303
301122.SZ,采纳股份,20220126
301089.SZ,拓新药业,20211027
301073.SZ,君亭酒店,20210930
301056.SZ,森赫股份,20210907
301040.SZ,中环海陆,20210803
301000.SZ,肇民科技,20210528
300983.SZ,尤安设计,20210420
001282.SZ,三联锻造,20230524
001280.SZ,中国铀业,20251203
001279.SZ,强邦新材,20241011
001278.SZ,一彬科技,20230308
001277.SZ,速达股份,20240903
001270.SZ,铖昌科技,20220606
001269.SZ,欧晶科技,20220930
001267.SZ,汇绿生态,20211117
001266.SZ,宏英智能,20220228
001260.SZ,坤泰股份,20230216
001259.SZ,利仁科技,20220831
001258.SZ,立新能源,20220727
001256.SZ,炜冈科技,20221205
001255.SZ,博菲电气,20220930
001239.SZ,永达股份,20231212
300966.SZ,共同药业,20210409
300952.SZ,恒辉安防,20210311
300895.SZ,铜牛信息,20200924
300864.SZ,南大环境,20200824
300762.SZ,上海瀚讯,20190314
300718.SZ,长盛轴承,20171106
300648.SZ,星云股份,20170425
300647.SZ,超频三,20170503
300603.SZ,立昂技术,20170126
300589.SZ,江龙船艇,20170113
300472.SZ,ST新元,20150611
300462.SZ,ST华铭,20150527
300405.SZ,科隆股份,20141030
300374.SZ,中铁装配,20150319
001238.SZ,浙江正特,20220919
001236.SZ,弘业期货,20220805
001234.SZ,泰慕士,20220111
001233.SZ,海安集团,20251125
001231.SZ,农心科技,20220819
300373.SZ,扬杰科技,20140123
300370.SZ,安控科技,20140123
300368.SZ,汇金股份,20140123
300366.SZ,ST创意,20140127
300363.SZ,博腾股份,20140129
300355.SZ,蒙草生态,20120927
300340.SZ,科恒股份,20120726
300339.SZ,润和软件,20120718
300337.SZ,银邦股份,20120718
300335.SZ,迪森股份,20120710
300334.SZ,津膜科技,20120705
300333.SZ,兆日科技,20120628
300331.SZ,苏大维格,20120628
300329.SZ,海伦钢琴,20120619
300327.SZ,中颖电子,20120613
300324.SZ,旋极信息,20120608
001230.SZ,劲旅环境,20220715
600351.SH,亚宝药业,20020926
300375.SZ,鹏翎股份,20140127
300317.SZ,珈伟新能,20120511
300316.SZ,晶盛机电,20120511
300314.SZ,戴维医疗,20120508
300306.SZ,远方信息,20120329
300300.SZ,海峡创新,20120319
300299.SZ,富春股份,20120319
300296.SZ,利亚德,20120315
300294.SZ,博雅生物,20120308
300293.SZ,蓝英装备,20120308
300290.SZ,ST荣科,20120216
001229.SZ,魅视科技,20220808
001228.SZ,永泰运,20220429
001227.SZ,兰州银行,20220117
001226.SZ,拓山重工,20220622
001225.SZ,和泰机电,20230222
001223.SZ,欧克科技,20221212
001222.SZ,源飞宠物,20220818
001221.SZ,悍高集团,20250730
001219.SZ,青岛食品,20211021
001218.SZ,丽臣实业,20211015
300380.SZ,安硕信息,20140128
300377.SZ,赢时胜,20140127
300357.SZ,我武生物,20140121
300289.SZ,利德曼,20120216
300288.SZ,朗玛信息,20120216
300285.SZ,国瓷材料,20120113
300284.SZ,苏交科,20120110
300281.SZ,金明精机,20111229
300278.SZ,华昌达,20111216
300272.SZ,开能健康,20111102
300267.SZ,尔康制药,20110927
300265.SZ,通光线缆,20110916
300264.SZ,佳创视讯,20110916
001217.SZ,华尔泰,20210929
001216.SZ,华瓷股份,20211019
001209.SZ,洪兴股份,20210723
001208.SZ,华菱线缆,20210624
001201.SZ,东瑞股份,20210428
000999.SZ,华润三九,20000309
000998.SZ,隆平高科,20001211
300263.SZ,隆华科技,20110916
300258.SZ,精锻科技,20110826
300254.SZ,仟源医药,20110819
300253.SZ,卫宁健康,20110818
300252.SZ,金信诺,20110818
300250.SZ,初灵信息,20110803
300246.SZ,宝莱特,20110719
300243.SZ,瑞丰高材,20110712
300239.SZ,东宝生物,20110706
300238.SZ,冠昊生物,20110706
300237.SZ,ST美晨,20110629
300235.SZ,方直科技,20110629
300234.SZ,开尔新材,20110622
300233.SZ,金城医药,20110622
300232.SZ,洲明科技,20110622
300228.SZ,富瑞特装,20110608
000997.SZ,新大陆,20000807
000995.SZ,皇台酒业,20000807
300382.SZ,斯莱克,20140129
300360.SZ,炬华科技,20140121
300236.SZ,上海新阳,20110629
300227.SZ,光韵达,20110608
300225.SZ,金力泰,20110531
300224.SZ,正海磁材,20110531
300223.SZ,君正股份,20110531
300222.SZ,科大智能,20110525
300221.SZ,银禧科技,20110525
300219.SZ,鸿利智汇,20110518
300218.SZ,安利股份,20110518
300215.SZ,电科院,20110511
000993.SZ,闽东电力,20000731
000990.SZ,诚志股份,20000706
000989.SZ,九芝堂,20000628
000988.SZ,华工科技,20000608
000968.SZ,蓝焰控股,20000622
000967.SZ,盈峰环境,20000330
000966.SZ,长源电力,20000316
000965.SZ,天保基建,20000406
300383.SZ,光环新网,20140129
300214.SZ,日科化学,20110511
300213.SZ,佳讯飞鸿,20110505
300212.SZ,*ST易录,20110505
300211.SZ,*ST亿通,20110505
300206.SZ,理邦仪器,20110421
300205.SZ,*ST天喻,20110421
300204.SZ,舒泰神,20110415
300201.SZ,海伦哲,20110407
300200.SZ,高盟新材,20110407
300199.SZ,翰宇药业,20110407
300197.SZ,节能铁汉,20110329
300196.SZ,长海股份,20110329
300194.SZ,福安药业,20110322
300193.SZ,佳士科技,20110322
000963.SZ,华东医药,20000127
000962.SZ,东方钽业,20000120
000960.SZ,锡业股份,20000221
300192.SZ,科德教育,20110322
300191.SZ,潜能恒信,20110316
300185.SZ,通裕重工,20110308
300184.SZ,力源信息,20110222
300183.SZ,东软载波,20110222
300181.SZ,佐力药业,20110222
300177.SZ,中海达,20110215
300173.SZ,ST福能,20110201
300172.SZ,中电环保,20110201
300171.SZ,东富龙,20110201
300170.SZ,汉得信息,20110201
300169.SZ,天晟新材,20110125
300168.SZ,万达信息,20110125
300167.SZ,ST迪威迅,20110125
300166.SZ,东方国信,20110125
300165.SZ,天瑞仪器,20110125
000959.SZ,首钢股份,19991216
300387.SZ,富邦科技,20140702
300385.SZ,ST雪浪,20140626
300266.SZ,兴源环境,20110927
300210.SZ,森远股份,20110426
300163.SZ,先锋新材,20110113
300162.SZ,雷曼光电,20110113
300161.SZ,华中数控,20110113
300160.SZ,秀强股份,20110113
300159.SZ,新研股份,20110107
300155.SZ,安居宝,20110107
300152.SZ,*ST动力,20101229
300149.SZ,睿智医药,20101222
300147.SZ,*ST香雪,20101215
000958.SZ,电投产融,19991223
000957.SZ,中通客车,20000113
000955.SZ,欣龙控股,19991209
000953.SZ,中哲精化,19991202
000952.SZ,广济药业,19991112
000950.SZ,重药控股,19990916
300348.SZ,长亮科技,20120817
300144.SZ,宋城演艺,20101209
300143.SZ,盈康生命,20101209
300141.SZ,和顺电气,20101112
300140.SZ,节能环境,20101112
300134.SZ,大富科技,20101026
300133.SZ,华策影视,20101026
300132.SZ,诺斯贝尔,20101026
300131.SZ,英唐智控,20101019
300130.SZ,新国都,20101019
300124.SZ,汇川技术,20100928
300121.SZ,阳谷华泰,20100917
300118.SZ,东方日升,20100902
300115.SZ,长盈精密,20100902
300109.SZ,新开源,20100825
300102.SZ,乾照光电,20100812
300101.SZ,振芯科技,20100806
300098.SZ,高新兴,20100728
300097.SZ,智云股份,20100728
300096.SZ,ST易联众,20100728
300095.SZ,华伍股份,20100728
300094.SZ,国联水产,20100708
300088.SZ,长信科技,20100526
300087.SZ,ST荃银,20100526
300086.SZ,康芝药业,20100526
300085.SZ,银之杰,20100526
300084.SZ,海默科技,20100520
300083.SZ,创世纪,20100520
300082.SZ,奥克股份,20100520
300079.SZ,数码视讯,20100430
000949.SZ,新乡化纤,19991021
000948.SZ,南天信息,19991014
000938.SZ,紫光股份,19991104
000937.SZ,冀中能源,19990909
000936.SZ,华西股份,19990810
000935.SZ,四川双马,19990824
000933.SZ,神火股份,19990831
300351.SZ,永贵电器,20120920
300350.SZ,华鹏飞,20120821
300078.SZ,思创智联,20100430
300077.SZ,国民技术,20100430
300076.SZ,*ST宁视,20100430
300075.SZ,数字政通,20100427
300073.SZ,当升科技,20100427
300072.SZ,海新能科,20100427
300071.SZ,福石控股,20100421
300070.SZ,碧水源,20100421
300068.SZ,ST南都,20100421
300066.SZ,三川智慧,20100326
300065.SZ,海兰信,20100326
000932.SZ,华菱钢铁,19990803
000931.SZ,中关村,19990712
000930.SZ,中粮科技,19990712
000929.SZ,兰州黄河,19990623
000928.SZ,中钢国际,19990312
000927.SZ,中国铁物,19990727
000926.SZ,福星股份,19990618
300063.SZ,天龙集团,20100326
300061.SZ,旗天科技,20100319
300058.SZ,蓝色光标,20100226
300051.SZ,琏升科技,20100211
300049.SZ,福瑞医科,20100120
300047.SZ,天源迪科,20100120
300046.SZ,台基股份,20100120
300044.SZ,*ST赛为,20100120
300042.SZ,朗科科技,20100108
300040.SZ,九洲集团,20100108
300039.SZ,上海凯宝,20100108
300034.SZ,钢研高纳,20091225
300033.SZ,同花顺,20091225
300032.SZ,金龙机电,20091225
300030.SZ,阳普医疗,20091225
300026.SZ,红日药业,20091030
000925.SZ,众合科技,19990611
300052.SZ,中青宝,20100211
300025.SZ,华星创业,20091030
300024.SZ,机器人,20091030
300022.SZ,吉峰科技,20091030
300019.SZ,硅宝科技,20091030
300018.SZ,中元股份,20091030
300016.SZ,北陆药业,20091030
300015.SZ,爱尔眼科,20091030
300013.SZ,新宁物流,20091030
300011.SZ,鼎汉技术,20091030
300010.SZ,ST豆神,20091030
300009.SZ,安科生物,20091030
300008.SZ,天海防务,20091030
300007.SZ,汉威科技,20091030
300006.SZ,莱美药业,20091030
300004.SZ,南风股份,20091030
300002.SZ,神州泰岳,20091030
003816.SZ,中国广核,20190826
003043.SZ,华亚智能,20210406
003042.SZ,中农联合,20210406
003041.SZ,真爱美家,20210406
003040.SZ,楚天龙,20210322
003039.SZ,顺控发展,20210308
003037.SZ,三和管桩,20210204
003031.SZ,中瓷电子,20210104
003029.SZ,吉大正元,20201224
003027.SZ,同兴科技,20201218
003025.SZ,思进智能,20201211
003023.SZ,彩虹集团,20201211
003022.SZ,联泓新科,20201208
003021.SZ,兆威机电,20201204
000923.SZ,河钢资源,19990714
000922.SZ,佳电股份,19990618
300127.SZ,银河磁体,20101013
300123.SZ,ST亚光,20100928
300080.SZ,易成新能,20100625
003020.SZ,立方制药,20201215
003019.SZ,宸展光电,20201117
003018.SZ,金富科技,20201106
003017.SZ,大洋生物,20201026
003016.SZ,欣贺股份,20201026
003015.SZ,日久光电,20201021
003011.SZ,海象新材,20200930
003009.SZ,中天火箭,20200925
003008.SZ,开普检测,20200923
003006.SZ,百亚股份,20200921
003001.SZ,中岩大地,20201013
002998.SZ,优彩资源,20200925
002997.SZ,瑞鹄模具,20200903
000969.SZ,安泰科技,20000529
002991.SZ,甘源食品,20200731
002989.SZ,中天精装,20200610
002987.SZ,京北方,20200507
002985.SZ,北摩高科,20200429
002984.SZ,森麒麟,20200911
002983.SZ,芯瑞达,20200428
002978.SZ,安宁股份,20200417
002977.SZ,*ST天箭,20200317
002976.SZ,瑞玛精密,20200306
002967.SZ,广电计量,20191108
002966.SZ,苏州银行,20190802
002965.SZ,祥鑫科技,20191025
002962.SZ,五方光电,20190917
002961.SZ,瑞达期货,20190905
002960.SZ,青鸟智控,20190809
002955.SZ,鸿合科技,20190523
002953.SZ,日丰股份,20190509
300129.SZ,泰胜风能,20101019
300081.SZ,ST恒信,20100520
300036.SZ,超图软件,20091225
002979.SZ,雷赛智能,20200408
002956.SZ,西麦食品,20190619
002952.SZ,亚世光电,20190328
002951.SZ,金时科技,20190315
002950.SZ,奥美医疗,20190311
002946.SZ,新乳业,20190125
002943.SZ,宇晶股份,20181129
002941.SZ,新疆交建,20181128
002940.SZ,昂利康,20181023
002939.SZ,长城证券,20181026
002937.SZ,兴瑞科技,20180926
002936.SZ,郑州银行,20180919
002933.SZ,新兴装备,20180828
000921.SZ,海信家电,19990713
300217.SZ,东方电热,20110518
300053.SZ,航宇微,20100211
002957.SZ,科瑞技术,20190726
002930.SZ,宏川智慧,20180328
002929.SZ,润建股份,20180301
002927.SZ,泰永长征,20180223
002923.SZ,润都股份,20180105
002922.SZ,伊戈尔,20171229
002920.SZ,德赛西威,20171226
002919.SZ,名臣健康,20171218
002910.SZ,庄园牧场,20171031
002909.SZ,集泰股份,20171026
002908.SZ,德生科技,20171020
002907.SZ,华森制药,20171020
002906.SZ,华阳集团,20171013
000920.SZ,沃顿科技,19990616
000919.SZ,金陵药业,19991118
000917.SZ,电广传媒,19990325
300188.SZ,国投智能,20110316
002980.SZ,华盛昌,20200415
002905.SZ,金逸影视,20171016
002900.SZ,哈三联,20170922
002899.SZ,英派斯,20170915
002895.SZ,川恒股份,20170825
002893.SZ,京能热力,20170915
002892.SZ,科力尔,20170817
002891.SZ,中宠股份,20170821
002890.SZ,弘宇股份,20170802
002889.SZ,东方嘉盛,20170731
002887.SZ,绿茵生态,20170801
002886.SZ,沃特股份,20170627
002885.SZ,京泉华,20170627
000915.SZ,华特达因,19990609
000913.SZ,钱江摩托,19990514
000912.SZ,泸天化,19990603
000911.SZ,*ST广糖,19990527
000910.SZ,大亚圣象,19990630
300269.SZ,联建光电,20111012
300105.SZ,龙源技术,20100820
300056.SZ,中创环保,20100226
300055.SZ,万邦达,20100226
002982.SZ,湘佳股份,20200424
002883.SZ,*ST中设,20170620
002880.SZ,卫光生物,20170616
002879.SZ,长缆科技,20170707
002878.SZ,元隆雅图,20170606
002877.SZ,智能自控,20170605
002876.SZ,三利谱,20170525
002872.SZ,ST天圣,20170519
002871.SZ,伟隆股份,20170511
002870.SZ,香山股份,20170515
002869.SZ,金溢科技,20170515
000909.SZ,*ST数源,19990507
000908.SZ,石药景峰,19990203
000906.SZ,浙商中拓,19990707
002864.SZ,盘龙药业,20171116
002863.SZ,今飞凯达,20170418
002862.SZ,实丰文化,20170411
002859.SZ,洁美科技,20170407
002858.SZ,力盛体育,20170324
002857.SZ,三晖电气,20170323
002856.SZ,*ST美芝,20170320
002855.SZ,捷荣技术,20170321
002853.SZ,皮阿诺,20170310
002851.SZ,麦格米特,20170306
002837.SZ,英维克,20161229
002830.SZ,名雕股份,20161213
002827.SZ,高争民爆,20161209
002824.SZ,和胜股份,20170112
002823.SZ,凯中精密,20161124
002821.SZ,凯莱英,20161118
000900.SZ,现代投资,19990128
002820.SZ,桂发祥,20161118
002819.SZ,东方中科,20161111
002818.SZ,富森美,20161109
002817.SZ,黄山胶囊,20161025
002816.SZ,*ST和科,20161025
002813.SZ,路畅科技,20161012
002812.SZ,恩捷股份,20160914
002807.SZ,江阴银行,20160902
000899.SZ,赣能股份,19971126
000898.SZ,鞍钢股份,19971225
000897.SZ,津滨发展,19990422
000895.SZ,双汇发展,19981210
000893.SZ,亚钾国际,19981224
000892.SZ,欢瑞世纪,19990115
000890.SZ,法尔胜,19990119
000889.SZ,中嘉博创,19971218
000888.SZ,峨眉山A,19971021
000887.SZ,中鼎股份,19981203
000886.SZ,海南高速,19980123
000885.SZ,城发环境,19990319
000883.SZ,湖北能源,19980519
000875.SZ,电投绿能,20020926
000869.SZ,张裕A,20001026
300393.SZ,中来股份,20140912
300180.SZ,华峰超纤,20110222
300027.SZ,ST华谊,20091030
002992.SZ,宝明科技,20200803
002806.SZ,华锋股份,20160726
002805.SZ,丰元股份,20160707
002800.SZ,天顺股份,20160530
002799.SZ,环球印务,20160608
002796.SZ,世嘉科技,20160510
002795.SZ,永和智控,20160428
002793.SZ,罗欣药业,20160415
000868.SZ,安凯客车,19970725
000863.SZ,三湘印象,19970925
000862.SZ,银星能源,19980915
000860.SZ,顺鑫农业,19981104
000859.SZ,国风新材,19981119
000858.SZ,五粮液,19980427
000856.SZ,冀东装备,19980813
000852.SZ,石化机械,19981126
000850.SZ,华茂股份,19981007
000848.SZ,承德露露,19971113
000839.SZ,国安股份,19971031
300395.SZ,菲利华,20140910
300384.SZ,三联虹普,20140801
300151.SZ,昌红科技,20101222
300054.SZ,鼎龙股份,20100211
300045.SZ,华力创通,20100120
002790.SZ,瑞尔特,20160308
002789.SZ,*ST建艺,20160311
002786.SZ,银宝山新,20151223
002783.SZ,凯龙股份,20151209
002779.SZ,中坚科技,20151209
002778.SZ,中晟高科,20160106
002777.SZ,久远银海,20151231
002775.SZ,文科股份,20150629
002774.SZ,快意电梯,20170324
002773.SZ,康弘药业,20150626
002772.SZ,众兴菌业,20150626
300398.SZ,飞凯材料,20141009
300396.SZ,ST迪瑞,20140910
300315.SZ,掌趣科技,20120511
300012.SZ,华测检测,20091030
002792.SZ,通宇通讯,20160328
002769.SZ,普路通,20150629
002768.SZ,国恩股份,20150630
002766.SZ,索菱股份,20150611
002765.SZ,蓝黛科技,20150612
002761.SZ,浙江建投,20150610
002759.SZ,ST天际,20150528
002758.SZ,浙农股份,20150527
000838.SZ,*ST发展,19970626
000837.SZ,秦川机床,19980928
000833.SZ,粤桂股份,19981111
000831.SZ,中国稀土,19980911
000830.SZ,鲁西化工,19980807
000829.SZ,天音控股,19971202
000807.SZ,云铝股份,19980408
000803.SZ,山高环能,19980303
000797.SZ,中国武夷,19970715
300371.SZ,汇中股份,20140123
300271.SZ,华宇软件,20111026
300270.SZ,中威电子,20111012
002850.SZ,科达利,20170302
002835.SZ,同为股份,20161228
002833.SZ,弘亚数控,20161228
002757.SZ,南兴股份,20150527
002756.SZ,永兴材料,20150515
002755.SZ,奥赛康,20150515
002753.SZ,永东股份,20150519
002752.SZ,昇兴股份,20150422
002749.SZ,国光股份,20150320
000796.SZ,凯撒旅业,19970703
000795.SZ,英洛华,19970808
000793.SZ,ST华闻,19970729
000792.SZ,盐湖股份,19970904
000791.SZ,甘肃能源,19971014
000790.SZ,华神科技,19980327
000789.SZ,万年青,19970923
000788.SZ,北大医药,19970616
000786.SZ,北新建材,19970606
000785.SZ,居然智家,19970711
300404.SZ,博济医药,20150424
300399.SZ,天利科技,20141009
002868.SZ,绿康生化,20170503
002865.SZ,钧达股份,20170425
002748.SZ,世龙实业,20150319
002743.SZ,ST富煌,20150217
002741.SZ,光华科技,20150216
002739.SZ,儒意电影,20150122
002738.SZ,中矿资源,20141230
002736.SZ,国信证券,20141229
002734.SZ,利民股份,20150127
002733.SZ,雄韬股份,20141203
002700.SZ,万憬能源,20120921
000878.SZ,云南铜业,19980602
000783.SZ,长江证券,19970731
000782.SZ,恒申新材,19970619
000779.SZ,甘咨询,19970528
000778.SZ,新兴铸管,19970606
000777.SZ,中核科技,19970710
300409.SZ,道氏技术,20141203
300408.SZ,三环集团,20141203
300291.SZ,百纳千成,20120209
300126.SZ,锐奇股份,20101013
300091.SZ,*ST金灵,20100625
002888.SZ,惠威科技,20170721
002884.SZ,凌霄泵业,20170711
002810.SZ,山东赫达,20160826
002809.SZ,红墙股份,20160823
002732.SZ,燕塘乳业,20141205
002731.SZ,*ST萃华,20141104
002728.SZ,特一药业,20140731
002727.SZ,一心堂,20140702
002726.SZ,ST龙大,20140626
000776.SZ,广发证券,19970611
000768.SZ,中航西飞,19970626
000767.SZ,晋控电力,19970609
000766.SZ,通化金马,19970430
000762.SZ,西藏矿业,19970708
000761.SZ,本钢板材,19980115
300411.SZ,金盾股份,20141231
300099.SZ,尤洛卡,20100806
002945.SZ,华林证券,20190117
002926.SZ,华西证券,20180205
002918.SZ,蒙娜丽莎,20171219
002917.SZ,金奥博,20171208
002916.SZ,深南电路,20171213
002915.SZ,中欣氟材,20171205
002911.SZ,佛燃能源,20171122
002723.SZ,小崧股份,20140129
002722.SZ,物产金轮,20140128
002721.SZ,金一文化,20140127
002719.SZ,ST麦趣,20140128
002718.SZ,友邦吊顶,20140128
002717.SZ,*ST岭南,20140219
002716.SZ,湖南白银,20140128
000759.SZ,中百集团,19970519
300419.SZ,ST浩丰,20150122
300150.SZ,世纪瑞尔,20101222
300113.SZ,顺网科技,20100827
002935.SZ,天奥电子,20180903
002932.SZ,*ST明德,20180710
002931.SZ,锋龙股份,20180403
002860.SZ,星帅尔,20170412
002852.SZ,道道全,20170310
002713.SZ,东易日盛,20140219
002712.SZ,思美传媒,20140123
002709.SZ,天赐材料,20140123
002708.SZ,光洋股份,20140121
002706.SZ,良信股份,20140121
002705.SZ,新宝股份,20140121
002698.SZ,博实股份,20120911
002697.SZ,红旗连锁,20120905
000758.SZ,中色股份,19970416
300425.SZ,中建环能,20150216
300420.SZ,五洋自控,20150217
300402.SZ,宝色股份,20141010
300142.SZ,沃森生物,20101112
300100.SZ,双林股份,20100806
002949.SZ,华阳国际,20190226
002947.SZ,恒铭达,20190201
002867.SZ,周大生,20170427
002826.SZ,易明医药,20161209
002767.SZ,先锋电子,20150612
002696.SZ,百洋股份,20120905
002695.SZ,煌上煌,20120905
002693.SZ,双成药业,20120808
002691.SZ,*ST冀凯,20120731
002690.SZ,美亚光电,20120731
002689.SZ,ST远智,20120717
000757.SZ,浩物股份,19970627
300546.SZ,雄帝科技,20160928
300427.SZ,红相股份,20150217
300346.SZ,南大光电,20120807
300135.SZ,宝利国际,20101026
300125.SZ,聆达股份,20101013
002972.SZ,科安达,20191227
002971.SZ,和远气体,20200113
002969.SZ,嘉美包装,20191202
002968.SZ,新大正,20191203
002846.SZ,英联股份,20170207
002729.SZ,好利科技,20140912
002715.SZ,登云股份,20140219
002688.SZ,金河生物,20120713
002687.SZ,乔治白,20120713
000756.SZ,新华制药,19970806
