symbol,name,theme,benchmark,invest_type,management,list_date,delist_date,list_status,m_fee,c_fee,scale_yi,scale_reliable,n_qualify_years,first_qualify_year,last_qualify_year,peak_year,peak_avg_daily_yi,latest_year,latest_avg_daily_yi,theme_representative
159663.SZ,华夏中证机床ETF,中证机床,中证机床指数收益率×100%,被动指数型,华夏基金管理有限公司,20221026,nan,L,0.5,0.1,4.43,Y,1,2026,2026,2026,0.7349,2026,0.7349,
516810.SH,华夏中证农业主题ETF,中证农业主题,中证农业主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20220111,nan,L,0.5,0.1,4.07,Y,1,2026,2026,2026,0.7249,2026,0.7249,
561350.SH,国泰中证500ETF,中证500,中证500指数收益率×100%,被动指数型,国泰基金管理有限公司,20210901,nan,L,0.5,0.1,1.27,Y,3,2021,2023,2021,0.7175,2026,0.2913,
588460.SH,鹏华上证科创板50成份增强策略ETF,上证科创板50成份,上证科创板50成份指数收益率×100%,增强指数型,鹏华基金管理有限公司,20230105,nan,L,1.0,0.1,13.37,Y,3,2023,2026,2026,0.71,2026,0.71,
159776.SZ,银华中证港股通医药卫生综合ETF,中证港股通医药卫生综合,中证港股通医药卫生综合指数收益率(经估值汇率调整)×100%,被动指数型,银华基金管理股份有限公司,20220325,nan,L,0.5,0.1,0.95,Y,3,2022,2025,2023,0.699,2026,0.2707,
159303.SZ,大成恒生医疗保健ETF(QDII),恒生医疗保健,恒生医疗保健指数收益率×100%,被动指数型,大成基金管理有限公司,20240627,nan,L,0.5,0.1,1.18,Y,2,2025,2026,2026,0.6972,2026,0.6972,
588920.SH,鹏华上证科创板芯片ETF,上证科创板芯片,上证科创板芯片指数收益率×100%,被动指数型,鹏华基金管理有限公司,20250728,nan,L,0.5,0.1,3.64,Y,1,2025,2025,2025,0.6965,2026,0.3725,
516570.SH,易方达中证石化产业ETF,中证石化产业,中证石化产业指数收益率×100%,被动指数型,易方达基金管理有限公司,20210618,nan,L,0.15,0.05,12.01,Y,1,2026,2026,2026,0.6883,2026,0.6883,
159637.SZ,东财中证新能源汽车ETF,中证新能源汽车,中证新能源汽车指数收益率×100%,被动指数型,东财基金管理有限公司,20220901,nan,L,0.5,0.05,4.99,Y,2,2022,2023,2022,0.687,2026,0.1784,
159557.SZ,嘉实恒生医疗保健ETF(QDII),恒生医疗保健,恒生医疗保健指数收益率×100%,被动指数型,嘉实基金管理有限公司,20240522,nan,L,0.5,0.1,1.96,Y,1,2026,2026,2026,0.6863,2026,0.6863,
588330.SH,华宝中证科创创业50ETF,中证科创创业50,中证科创创业50指数收益率×100%,被动指数型,华宝基金管理有限公司,20210706,nan,L,0.5,0.1,12.95,Y,2,2021,2026,2026,0.6859,2026,0.6859,
159671.SZ,工银瑞信中证稀有金属主题ETF,中证稀有金属主题,中证稀有金属主题指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20230310,nan,L,0.45,0.07,12.19,Y,1,2026,2026,2026,0.6824,2026,0.6824,
159673.SZ,鹏华沪深300ETF,沪深300,沪深300指数收益率×100%,被动指数型,鹏华基金管理有限公司,20230717,nan,L,0.15,0.05,22.95,Y,2,2025,2026,2026,0.6801,2026,0.6801,
159864.SZ,国泰中证光伏产业ETF,中证光伏产业,中证光伏产业指数收益率×100%,被动指数型,国泰基金管理有限公司,20210810,nan,L,0.5,0.1,3.44,Y,2,2021,2022,2021,0.6785,2026,0.2745,
589900.SH,博时上证科创板综合ETF,上证科创板综合,上证科创板综合指数收益率×100%,被动指数型,博时基金管理有限公司,20250305,nan,L,0.15,0.05,2.77,Y,1,2025,2025,2025,0.674,2026,0.2316,
589360.SH,国泰上证科创板50成份ETF,上证科创板50成份,上证科创板50成份指数收益率×100%,nan,国泰基金管理有限公司,20260626,nan,L,0.15,0.05,23.12,Y,1,2026,2026,2026,0.6737,2026,0.6737,
589630.SH,国泰上证科创板综合ETF,上证科创板综合,上证科创板综合指数收益率×100%,被动指数型,国泰基金管理有限公司,20250312,nan,L,0.15,0.05,2.72,Y,1,2025,2025,2025,0.6533,2026,0.3523,
512560.SH,易方达中证军工ETF,中证军工,中证军工指数×100%,被动指数型,易方达基金管理有限公司,20170728,nan,L,0.5,0.1,6.79,Y,3,2022,2026,2022,0.6508,2026,0.6269,
159333.SZ,万家中证港股通央企红利ETF,中证港股通央企红利,中证港股通央企红利指数收益率(经估值汇率调整)×100%,被动指数型,万家基金管理有限公司,20240903,nan,L,0.5,0.1,2.77,Y,1,2024,2024,2024,0.6463,2026,0.1402,
159639.SZ,南方中证上海环交所碳中和ETF,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,被动指数型,南方基金管理股份有限公司,20220719,nan,L,0.5,0.1,1.94,Y,1,2022,2022,2022,0.6398,2026,0.0776,
563390.SH,华泰柏瑞中证全指自由现金流ETF,中证全指自由现金流,中证全指自由现金流指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20250430,nan,L,0.5,0.1,26.51,Y,2,2025,2026,2026,0.6374,2026,0.6374,
159536.SZ,汇添富中证2000ETF,中证2000,中证2000指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20230921,nan,L,0.5,0.1,0.76,Y,1,2023,2023,2023,0.6354,2026,0.1591,
588990.SH,博时上证科创板芯片ETF,上证科创板芯片,上证科创板芯片指数收益率×100%,被动指数型,博时基金管理有限公司,20240816,nan,L,0.5,0.1,7.39,Y,3,2024,2026,2026,0.6315,2026,0.6315,
510290.SH,南方上证380ETF,上证380,上证380指数×100%,被动指数型,南方基金管理股份有限公司,20111108,nan,L,0.5,0.1,1.46,Y,1,2015,2015,2015,0.6244,2026,0.0263,
159279.SZ,华安创业板人工智能ETF,创业板人工智能,创业板人工智能指数收益率×100%,被动指数型,华安基金管理有限公司,20250929,nan,L,0.5,0.1,2.32,Y,1,2026,2026,2026,0.623,2026,0.623,
516630.SH,华夏中证云计算与大数据主题ETF,中证云计算与大数据主题,中证云计算与大数据主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20210903,nan,L,0.15,0.05,8.04,Y,1,2026,2026,2026,0.6228,2026,0.6228,
513950.SH,富国恒生港股通红利低波动ETF(QDII),恒生港股通红利低波动,恒生港股通红利低波动指数收益率(使用估值汇率折算)×100%,被动指数型,富国基金管理有限公司,20230428,nan,L,0.5,0.1,30.16,Y,1,2026,2026,2026,0.6137,2026,0.6137,
516090.SH,易方达中证新能源ETF,中证新能源,中证新能源指数收益率×100%,被动指数型,易方达基金管理有限公司,20210319,nan,L,0.15,0.05,8.04,Y,1,2026,2026,2026,0.605,2026,0.605,
159321.SZ,华安中证沪深港黄金产业股票ETF,中证沪深港黄金产业股票,中证沪深港黄金产业股票指数收益率×100%,被动指数型,华安基金管理有限公司,20240527,nan,L,0.5,0.1,6.48,Y,1,2026,2026,2026,0.6021,2026,0.6021,
512940.SH,华安中证有色金属矿业主题ETF,中证有色金属矿业主题,中证有色金属矿业主题指数收益率×100%,被动指数型,华安基金管理有限公司,20260226,nan,L,0.5,0.1,18.64,Y,1,2026,2026,2026,0.5965,2026,0.5965,
159748.SZ,富国中证沪港深创新药产业ETF,中证沪港深创新药产业,中证沪港深创新药产业指数×100%,被动指数型,富国基金管理有限公司,20211203,nan,L,0.5,0.1,12.24,Y,1,2026,2026,2026,0.5881,2026,0.5881,
560770.SH,招商中证机器人ETF,中证机器人,中证机器人指数收益率×100%,被动指数型,招商基金管理有限公司,20250901,nan,L,0.5,0.1,16.07,Y,1,2025,2025,2025,0.5868,2026,0.3492,
562930.SH,易方达中证软件服务ETF,中证软件服务,中证软件服务指数收益率×100%,被动指数型,易方达基金管理有限公司,20230605,nan,L,0.5,0.1,12.54,Y,1,2026,2026,2026,0.5861,2026,0.5861,
159305.SZ,广发国证储能电池ETF,国证储能电池,国证储能电池指数收益率×100%,被动指数型,广发基金管理有限公司,20240927,nan,L,0.5,0.1,9.7,Y,1,2026,2026,2026,0.5843,2026,0.5843,
588110.SH,广发上证科创板成长ETF,上证科创板成长,上证科创板成长指数收益率×100%,被动指数型,广发基金管理有限公司,20230831,nan,L,0.5,0.1,6.48,Y,1,2023,2023,2023,0.5771,2026,0.3931,
159757.SZ,景顺长城国证新能源车电池ETF,国证新能源车电池,国证新能源车电池指数收益率×100%,被动指数型,景顺长城基金管理有限公司,20210809,nan,L,0.5,0.1,1.93,Y,2,2021,2022,2022,0.5739,2026,0.1883,
516660.SH,华安中证新能源汽车ETF,中证新能源汽车,中证新能源汽车指数收益率×100%,被动指数型,华安基金管理有限公司,20210226,nan,L,0.5,0.1,1.52,Y,1,2022,2022,2022,0.5667,2026,0.0364,
563860.SH,海富通中证A500ETF,中证A500,中证A500指数收益率×100%,被动指数型,海富通基金管理有限公司,20250212,nan,L,0.15,0.05,2.4,Y,1,2025,2025,2025,0.5631,2026,0.2646,
520710.SH,广发中证港股通信息技术综合ETF,中证港股通信息技术综合,中证港股通信息技术综合指数(港元)收益率×100%,nan,广发基金管理有限公司,20260601,nan,L,0.5,0.1,0.9,Y,1,2026,2026,2026,0.5621,2026,0.5621,
561100.SH,富国中证消费电子主题ETF,中证消费电子主题,中证消费电子主题指数收益率×100%,被动指数型,富国基金管理有限公司,20220208,nan,L,0.5,0.1,9.7,Y,1,2026,2026,2026,0.5609,2026,0.5609,
159039.SZ,华安国证机器人产业ETF,国证机器人产业,国证机器人产业指数收益率×100%,nan,华安基金管理有限公司,20260618,nan,L,0.5,0.1,8.44,Y,1,2026,2026,2026,0.5568,2026,0.5568,
588860.SH,工银瑞信上证科创板生物医药ETF,上证科创板生物医药,上证科创板生物医药指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20240823,nan,L,0.45,0.07,2.27,Y,1,2024,2024,2024,0.5563,2026,0.147,
159665.SZ,工银瑞信国证半导体芯片ETF,国证半导体芯片,国证半导体芯片指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20230106,nan,L,0.45,0.07,6.13,Y,1,2026,2026,2026,0.5552,2026,0.5552,
516100.SH,华夏中证金融科技主题ETF,中证金融科技主题,中证金融科技主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20210723,nan,L,0.15,0.05,12.16,Y,1,2025,2025,2025,0.5542,2026,0.4163,
588240.SH,鹏华上证科创板200ETF,上证科创板200,上证科创板200指数收益率×100%,被动指数型,鹏华基金管理有限公司,20250225,nan,L,0.15,0.05,2.01,Y,1,2026,2026,2026,0.5508,2026,0.5508,
516070.SH,易方达中证内地低碳经济主题ETF,中证内地低碳经济主题,中证内地低碳经济主题指数收益率×100%,被动指数型,易方达基金管理有限公司,20210423,nan,L,0.15,0.05,1.66,Y,1,2021,2021,2021,0.5492,2026,0.0613,
589660.SH,南方上证科创板综合ETF,上证科创板综合,上证科创板综合指数收益率×100%,被动指数型,南方基金管理股份有限公司,20250305,nan,L,0.15,0.05,4.14,Y,2,2025,2026,2025,0.5481,2026,0.5403,
562510.SH,华夏中证旅游主题ETF,中证旅游主题,中证旅游主题指数收益率×100%,被动指数型,华夏基金管理有限公司,20211230,nan,L,0.5,0.1,6.4,Y,3,2023,2026,2025,0.5471,2026,0.5258,
520550.SH,招商恒生港股通红利低波动ETF,恒生港股通红利低波动,恒生港股通红利低波动指数收益率(经汇率调整后)×100%,被动指数型,招商基金管理有限公司,20250124,nan,L,0.15,0.05,12.64,Y,2,2025,2026,2026,0.5456,2026,0.5456,
515010.SH,华夏中证全指证券公司ETF,中证全指证券公司,中证全指证券公司指数收益率×100%,被动指数型,华夏基金管理有限公司,20191107,nan,L,0.15,0.05,26.17,Y,2,2025,2026,2026,0.5444,2026,0.5444,
562000.SH,华宝中证A100ETF,中证A100,中证A100指数收益率×100%,被动指数型,华宝基金管理有限公司,20220801,nan,L,0.5,0.1,3.59,Y,1,2022,2022,2022,0.5427,2026,0.0884,
530060.SH,易方达上证综合ETF,上证综合,上证综合指数收益率×100%,被动指数型,易方达基金管理有限公司,20260210,nan,L,0.15,0.05,8.98,Y,1,2026,2026,2026,0.5424,2026,0.5424,
516920.SH,汇添富中证芯片产业ETF,中证芯片产业,中证芯片产业指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20210816,nan,L,0.15,0.05,6.86,Y,1,2026,2026,2026,0.5384,2026,0.5384,
589100.SH,国泰上证科创板芯片ETF,上证科创板芯片,上证科创板芯片指数收益率×100%,被动指数型,国泰基金管理有限公司,20250407,nan,L,0.5,0.1,8.26,Y,1,2026,2026,2026,0.5325,2026,0.5325,
520860.SH,富国中证港股通科技ETF,中证港股通科技,中证港股通科技指数收益率(使用估值汇率折算)×100%,被动指数型,富国基金管理有限公司,20250725,nan,L,0.5,0.1,2.69,Y,1,2025,2025,2025,0.5289,2026,0.2575,
159590.SZ,汇添富中证全指软件ETF,中证全指软件,中证全指软件指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20241106,nan,L,0.5,0.1,7.08,Y,1,2026,2026,2026,0.5278,2026,0.5278,
159820.SZ,天弘中证500ETF,中证500,中证500指数收益率×100%,被动指数型,天弘基金管理有限公司,20200824,nan,L,0.5,0.1,18.73,Y,1,2020,2020,2020,0.5229,2026,0.1259,
515770.SH,摩根MSCI中国A股ETF,MSCI中国A股人民币,MSCI中国A股人民币指数收益率×100%,被动指数型,摩根基金管理(中国)有限公司,20200619,nan,L,0.15,0.05,0.56,Y,1,2020,2020,2020,0.5219,2026,0.0361,
159521.SZ,平安国证2000ETF,国证2000,国证2000指数收益率×100%,被动指数型,平安基金管理有限公司,20230907,nan,L,0.5,0.1,0.23,Y,1,2023,2023,2023,0.5218,2026,0.0264,
159158.SZ,景顺长城中证全指电力公用事业ETF,中证全指电力公用事业,中证全指电力公用事业指数收益率×100%,被动指数型,景顺长城基金管理有限公司,20260127,nan,L,0.5,0.1,8.8,Y,1,2026,2026,2026,0.5206,2026,0.5206,
159507.SZ,广发国证通信ETF,国证通信,国证通信指数×100%,被动指数型,广发基金管理有限公司,20230621,nan,L,0.5,0.1,7.44,Y,1,2026,2026,2026,0.5154,2026,0.5154,
159850.SZ,华夏恒生中国企业ETF(QDII),恒生中国企业,恒生中国企业指数收益率(使用估值汇率折算)×100%,被动指数型,华夏基金管理有限公司,20210219,nan,L,0.5,0.15,3.45,Y,1,2024,2024,2024,0.5142,2026,0.121,
159265.SZ,鹏华国证港股通消费主题ETF,国证港股通消费主题,国证港股通消费主题指数收益率(经汇率调整后)×100%,被动指数型,鹏华基金管理有限公司,20250702,nan,L,0.5,0.1,1.43,Y,1,2025,2025,2025,0.5139,2026,0.2971,
588180.SH,国联安上证科创板50成份ETF,上证科创板50成份,上证科创板50成份指数收益率×100%,被动指数型,国联安基金管理有限公司,20210701,nan,L,0.3,0.05,8.04,Y,1,2024,2024,2024,0.5052,2026,0.3816,
159133.SZ,天弘中证细分化工产业主题ETF,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,被动指数型,天弘基金管理有限公司,20251125,nan,L,0.5,0.1,17.77,Y,1,2026,2026,2026,0.5031,2026,0.5031,
159243.SZ,招商创业板人工智能ETF,创业板人工智能,创业板人工智能指数收益率×100%,被动指数型,招商基金管理有限公司,20260105,nan,L,0.15,0.05,1.82,Y,1,2026,2026,2026,0.5023,2026,0.5023,
588360.SH,国泰中证科创创业50ETF,中证科创创业50,中证科创创业50指数收益率×100%,被动指数型,国泰基金管理有限公司,20210706,nan,L,0.5,0.1,2.57,Y,1,2021,2021,2021,0.5005,2026,0.2823,
159129.SZ,嘉实中证细分化工产业主题ETF,中证细分化工产业主题,中证细分化工产业主题指数收益率×100%,被动指数型,嘉实基金管理有限公司,20251114,nan,L,0.15,0.05,12.59,Y,0,,,2026,0.498,2026,0.498,
561930.SH,招商沪深300ETF,沪深300,沪深300指数收益率×100%,被动指数型,招商基金管理有限公司,20240920,nan,L,0.15,0.05,2.95,Y,0,,,2024,0.4935,2026,0.1675,
589770.SH,招商上证科创板综合ETF,上证科创板综合,上证科创板综合指数收益率×100%,被动指数型,招商基金管理有限公司,20250305,nan,L,0.15,0.05,2.56,Y,0,,,2025,0.4923,2026,0.2076,
159330.SZ,东财沪深300ETF,沪深300,沪深300指数收益率×100%,被动指数型,东财基金管理有限公司,20240819,nan,L,0.5,0.05,6.08,Y,0,,,2024,0.492,2026,0.2637,
560550.SH,广发中证上海环交所碳中和ETF,中证上海环交所碳中和,中证上海环交所碳中和指数收益率×100%,被动指数型,广发基金管理有限公司,20220719,nan,L,0.5,0.1,1.19,Y,0,,,2022,0.4791,2026,0.0178,
588260.SH,华安上证科创板新一代信息技术ETF,上证科创板新一代信息技术,上证科创板新一代信息技术指数收益率×100%,被动指数型,华安基金管理有限公司,20220527,nan,L,0.15,0.05,1.21,Y,0,,,2022,0.4776,2026,0.0524,
159102.SZ,华安恒生生物科技ETF,恒生生物科技,恒生生物科技指数收益率(经汇率调整)×100%,被动指数型,华安基金管理有限公司,20250916,nan,L,0.5,0.1,5.47,Y,0,,,2026,0.4751,2026,0.4751,
159839.SZ,汇添富国证生物医药ETF,国证生物医药,国证生物医药指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20210222,nan,L,0.5,0.1,9.37,Y,0,,,2026,0.475,2026,0.475,
159908.SZ,博时创业板ETF,创业板,创业板指数收益率×100%,被动指数型,博时基金管理有限公司,20181210,nan,L,0.15,0.05,10.22,Y,0,,,2026,0.4707,2026,0.4707,
159824.SZ,博时中证新能源汽车ETF,中证新能源汽车,中证新能源汽车指数收益率×100%,被动指数型,博时基金管理有限公司,20210111,nan,L,0.5,0.1,0.89,Y,0,,,2021,0.4693,2026,0.0636,
159943.SZ,大成深证成份ETF,深圳证券交易所成份,深圳证券交易所成份指数×100%,被动指数型,大成基金管理有限公司,20150708,nan,L,0.5,0.1,3.15,Y,0,,,2015,0.464,2026,0.2667,
588950.SH,景顺长城上证科创板50成份ETF,上证科创板50成份,上证科创板50成份指数收益率×100%,被动指数型,景顺长城基金管理有限公司,20250124,nan,L,0.15,0.05,11.82,Y,0,,,2026,0.4634,2026,0.4634,
589520.SH,华宝上证科创板人工智能ETF,上证科创板人工智能,上证科创板人工智能指数收益率×100%,被动指数型,华宝基金管理有限公司,20250313,nan,L,0.5,0.1,5.04,Y,0,,,2026,0.4633,2026,0.4633,
159373.SZ,嘉实创业板50ETF,创业板50,创业板50指数收益率×100%,被动指数型,嘉实基金管理有限公司,20250210,nan,L,0.15,0.05,2.46,Y,0,,,2026,0.4629,2026,0.4629,
159215.SZ,平安中证A500ETF,中证A500,中证A500指数收益率×100%,被动指数型,平安基金管理有限公司,20250407,nan,L,0.15,0.05,12.54,Y,0,,,2025,0.4627,2026,0.2017,
510390.SH,平安沪深300ETF,沪深300,沪深300指数×100%,被动指数型,平安基金管理有限公司,20180126,nan,L,0.5,0.1,7.26,Y,0,,,2020,0.4582,2026,0.078,
159148.SZ,富国国证石油天然气ETF,国证石油天然气,国证石油天然气指数×100%,被动指数型,富国基金管理有限公司,20260211,nan,L,0.5,0.1,2.42,Y,0,,,2026,0.4578,2026,0.4578,
159690.SZ,招商中证有色金属矿业主题ETF,中证有色金属矿业主题,中证有色金属矿业主题指数收益率×100%,被动指数型,招商基金管理有限公司,20230706,nan,L,0.5,0.1,5.54,Y,0,,,2026,0.451,2026,0.451,
511920.SH,广发货币ETF-E,活期存款利率,活期存款利率(税后)×100%,货币型,广发基金管理有限公司,20160328,nan,L,0.15,0.05,,N,0,,,2016,0.4507,2026,0.0083,
159050.SZ,广发国证机器人产业ETF,国证机器人产业,国证机器人产业指数收益率×100%,nan,广发基金管理有限公司,20260609,nan,L,0.5,0.1,5.68,Y,0,,,2026,0.4504,2026,0.4504,
159867.SZ,鹏华中证畜牧养殖ETF,中证畜牧养殖,中证畜牧养殖指数收益率×100%,被动指数型,鹏华基金管理有限公司,20210305,nan,L,0.5,0.1,8.96,Y,0,,,2022,0.4471,2026,0.3537,
159152.SZ,平安恒生港股通科技主题ETF,恒生港股通科技主题,恒生港股通科技主题指数收益率(经汇率调整)×100%,被动指数型,平安基金管理有限公司,20260203,nan,L,0.5,0.1,6.34,Y,0,,,2026,0.447,2026,0.447,
516670.SH,招商中证畜牧养殖ETF,中证畜牧养殖,中证畜牧养殖指数收益率×100%,被动指数型,招商基金管理有限公司,20210326,nan,L,0.2,0.1,21.01,Y,0,,,2026,0.4469,2026,0.4469,
526030.SH,汇添富中证港股通信息技术综合ETF,中证港股通信息技术综合,中证港股通信息技术综合指数(港元)收益率×100%,nan,汇添富基金管理股份有限公司,20260626,nan,L,0.5,0.1,1.38,Y,0,,,2026,0.4453,2026,0.4453,
515850.SH,富国中证全指证券公司ETF,中证全指证券公司,中证全指证券公司指数收益率×100%,被动指数型,富国基金管理有限公司,20200221,nan,L,0.15,0.05,6.65,Y,0,,,2026,0.4452,2026,0.4452,
159247.SZ,汇添富创业板ETF,创业板,创业板指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20260202,nan,L,0.15,0.05,4.73,Y,0,,,2026,0.4378,2026,0.4378,
159526.SZ,嘉实中证机器人ETF,中证机器人,中证机器人指数收益率×100%,被动指数型,嘉实基金管理有限公司,20240424,nan,L,0.5,0.1,8.42,Y,0,,,2025,0.4343,2026,0.3593,
515060.SH,华夏中证全指房地产ETF,中证全指房地产,中证全指房地产指数收益率×100%,被动指数型,华夏基金管理有限公司,20200103,nan,L,0.5,0.1,6.15,Y,0,,,2026,0.4341,2026,0.4341,
159139.SZ,华泰柏瑞中证科创创业人工智能ETF,中证科创创业人工智能,中证科创创业人工智能指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20251219,nan,L,0.5,0.1,2.35,Y,0,,,2026,0.4326,2026,0.4326,
562890.SH,嘉实中证A50ETF,中证A50,中证A50指数收益率×100%,被动指数型,嘉实基金管理有限公司,20240318,nan,L,0.15,0.05,3.74,Y,0,,,2024,0.4267,2026,0.1927,
562960.SH,易方达中证绿色电力ETF,中证绿色电力,中证绿色电力指数收益率×100%,被动指数型,易方达基金管理有限公司,20230412,nan,L,0.5,0.1,13.98,Y,0,,,2026,0.4258,2026,0.4258,
515600.SH,广发中证央企创新驱动ETF,中证央企创新驱动,中证央企创新驱动指数收益率×100%,被动指数型,广发基金管理有限公司,20191218,nan,L,0.15,0.05,17.49,Y,0,,,2023,0.4257,2026,0.071,
159146.SZ,华宝中证全指电力公用事业ETF,中证全指电力公用事业,中证全指电力公用事业指数收益率×100%,被动指数型,华宝基金管理有限公司,20260120,nan,L,0.5,0.1,7.23,Y,0,,,2026,0.4249,2026,0.4249,
561510.SH,华泰柏瑞中证中药ETF,中证中药,中证中药指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20220804,nan,L,0.5,0.1,0.6,Y,0,,,2022,0.4195,2026,0.019,
588900.SH,南方上证科创板100ETF,上证科创板100,上证科创板100指数×100%,被动指数型,南方基金管理股份有限公司,20231218,nan,L,0.15,0.05,6.6,Y,0,,,2024,0.4158,2026,0.1445,
512990.SH,华夏MSCI中国A股国际通ETF,MSCI中国A股国际通,MSCI中国A股国际通指数收益率×100%,被动指数型,华夏基金管理有限公司,20180917,nan,L,0.5,0.1,2.04,Y,0,,,2015,0.4151,2026,0.0447,
515680.SH,嘉实中证央企创新驱动ETF,中证央企创新驱动,中证央企创新驱动指数收益率×100%,被动指数型,嘉实基金管理有限公司,20191218,nan,L,0.15,0.05,18.62,Y,0,,,2020,0.4147,2026,0.0505,
562660.SH,华夏中证2000ETF,中证2000,中证2000指数收益率×100%,被动指数型,华夏基金管理有限公司,20230914,nan,L,0.5,0.1,6.63,Y,0,,,2026,0.4145,2026,0.4145,
562880.SH,嘉实中证电池主题ETF,中证电池主题,中证电池主题指数收益率×100%,被动指数型,嘉实基金管理有限公司,20210720,nan,L,0.5,0.1,6.55,Y,0,,,2026,0.4142,2026,0.4142,
588150.SH,南方上证科创板50成份ETF,上证科创板50成份,上证科创板50成份指数×100%,被动指数型,南方基金管理股份有限公司,20211220,nan,L,0.15,0.05,4.59,Y,0,,,2026,0.4133,2026,0.4133,
159213.SZ,汇添富中证机器人ETF,中证机器人,中证机器人指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20250430,nan,L,0.5,0.1,5.77,Y,0,,,2026,0.4121,2026,0.4121,
159581.SZ,万家中证红利ETF,中证红利,中证红利指数收益率×100%,被动指数型,万家基金管理有限公司,20240315,nan,L,0.5,0.1,13.88,Y,0,,,2025,0.411,2026,0.3102,
589080.SH,汇添富上证科创板综合ETF,上证科创板综合,上证科创板综合指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20250305,nan,L,0.15,0.05,2.74,Y,0,,,2025,0.4087,2026,0.3027,
159890.SZ,招商中证云计算与大数据主题ETF,中证云计算与大数据主题,中证云计算与大数据主题指数收益率×100%,被动指数型,招商基金管理有限公司,20210402,nan,L,0.15,0.1,4.11,Y,0,,,2026,0.4064,2026,0.4064,
159125.SZ,招商国证港股通科技ETF,经汇率调整后的国证港股通科技,经汇率调整后的国证港股通科技指数收益率×100%,被动指数型,招商基金管理有限公司,20251106,nan,L,0.5,0.1,6.02,Y,0,,,2026,0.4055,2026,0.4055,
159233.SZ,平安中证全指自由现金流ETF,中证全指自由现金流,中证全指自由现金流指数收益率×100%,被动指数型,平安基金管理有限公司,20250604,nan,L,0.5,0.1,7.56,Y,0,,,2026,0.4045,2026,0.4045,
159221.SZ,嘉实国证自由现金流ETF,国证自由现金流,国证自由现金流指数收益率×100%,被动指数型,嘉实基金管理有限公司,20250513,nan,L,0.15,0.05,13.44,Y,0,,,2026,0.4026,2026,0.4026,
561170.SH,富国中证绿色电力ETF,中证绿色电力,中证绿色电力指数收益率×100%,被动指数型,富国基金管理有限公司,20230316,nan,L,0.5,0.1,6.14,Y,0,,,2026,0.3978,2026,0.3978,
589960.SH,易方达上证科创板新能源ETF,上证科创板新能源,上证科创板新能源指数收益率×100%,被动指数型,易方达基金管理有限公司,20250922,nan,L,0.5,0.1,1.49,Y,0,,,2025,0.397,2026,0.3847,
510710.SH,博时上证50ETF,上海证券交易所50成份,上海证券交易所50成份指数×100%,被动指数型,博时基金管理有限公司,20150615,nan,L,0.15,0.05,4.5,Y,0,,,2019,0.3963,2026,0.0608,
159258.SZ,南方中证机器人ETF,中证机器人,中证机器人指数收益率×100%,被动指数型,南方基金管理股份有限公司,20250801,nan,L,0.5,0.1,14.76,Y,0,,,2026,0.3945,2026,0.3945,
589560.SH,汇添富上证科创板人工智能ETF,上证科创板人工智能,上证科创板人工智能指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20250905,nan,L,0.5,0.1,2.45,Y,0,,,2025,0.3942,2026,0.146,
588880.SH,华泰柏瑞上证科创板100ETF,上证科创板100,上证科创板100指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20231116,nan,L,0.5,0.1,1.96,Y,0,,,2024,0.3895,2026,0.1304,
159210.SZ,汇添富中证港股通汽车产业主题ETF,中证港股通汽车产业主题,中证港股通汽车产业主题指数收益率(经估值汇率调整后)×100%,被动指数型,汇添富基金管理股份有限公司,20250604,nan,L,0.5,0.1,0.28,Y,0,,,2025,0.3865,2026,0.3595,
515150.SH,富国中证国企一带一路ETF,中证国企一带一路,中证国企一带一路指数收益率×100%,被动指数型,富国基金管理有限公司,20200115,nan,L,0.15,0.05,6.3,Y,0,,,2020,0.3851,2026,0.0343,
589880.SH,建信上证科创板综合ETF,上证科创板综合,上证科创板综合指数收益率×100%,被动指数型,建信基金管理有限责任公司,20250228,nan,L,0.15,0.05,7.13,Y,0,,,2025,0.384,2026,0.3449,
560560.SH,泰康中证内地低碳经济主题ETF,中证内地低碳经济主题,中证内地低碳经济主题指数收益率×100%,被动指数型,泰康基金管理有限公司,20210913,nan,L,0.5,0.1,0.46,Y,0,,,2021,0.3814,2026,0.011,
